store_id,store_dna_dim,store_dna_norm,reviews_present,reviews_norm,news_present,news_norm,reports_present,reports_norm,products_present,products_norm,ops_weekly_present,ops_weekly_norm,structured_ops_present,structured_ops_norm
USR-055,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.9621334075927734
USR-056,15365,1.0,True,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,1.51114821434021
USR-057,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.6426301002502441
USR-058,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.8044719696044922
USR-059,15365,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,1.7753108739852905
USR-060,15365,1.0,True,0.9999999403953552,True,0.9999998807907104,True,1.0,True,0.9999999403953552,True,1.0,True,2.277625322341919
USR-061,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,3.455132246017456
USR-062,15365,0.9999999403953552,True,1.0,True,1.0,True,0.9999999403953552,True,0.9999999403953552,True,1.0,True,2.1520063877105713
USR-063,15365,1.0,True,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.7058427333831787
USR-064,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,2.5506088733673096
USR-065,15365,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.4221303462982178
USR-066,15365,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.6348742246627808
USR-067,15365,0.9999999403953552,True,0.9999999403953552,True,0.9999998807907104,True,1.0,True,0.9999999403953552,True,1.0,True,2.943509817123413
USR-068,15365,1.0,True,1.0,True,1.0,True,1.0,True,0.9999998807907104,True,0.9999999403953552,True,2.471141815185547
USR-069,15365,0.9999999403953552,True,0.9999999403953552,True,0.9999999403953552,True,0.9999999403953552,True,0.9999999403953552,True,0.9999999403953552,True,2.8854453563690186
USR-070,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,2.5199666023254395
USR-071,15365,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.0,True,1.6969109773635864
USR-072,15365,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,1.538657784461975
USR-073,15365,1.0,True,1.0,True,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.0,True,2.520724296569824
USR-074,15365,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,2.4120616912841797
USR-075,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.8996975421905518
USR-076,15365,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,2.1432125568389893
USR-077,15365,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.8283392190933228
USR-078,15365,0.9999999403953552,True,1.0,True,1.0000001192092896,True,1.0,True,1.0,True,1.0,True,1.3485193252563477
USR-079,15365,0.9999999403953552,True,1.0,True,1.0,True,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.514299750328064
USR-080,15365,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.0,True,2.046419858932495
USR-081,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,3.4201793670654297
USR-082,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,2.861248016357422
USR-083,15365,0.9999999403953552,True,0.9999998807907104,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.7100443840026855
USR-084,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,2.5717310905456543
USR-085,15365,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.4585886001586914
USR-086,15365,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.7488794326782227
USR-087,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.68642258644104
USR-088,15365,0.9999999403953552,True,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,0.9999999403953552,True,2.448964834213257
USR-089,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0000001192092896,True,1.0,True,2.545769214630127
USR-090,15365,0.9999999403953552,True,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,2.531877279281616
USR-091,15365,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,2.186525821685791
USR-092,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.410354733467102
USR-093,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,2.8275816440582275
USR-094,15365,0.9999999403953552,True,1.0,True,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,2.260751962661743
USR-095,15365,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,2.155768871307373
USR-096,15365,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,1.0,True,1.795151948928833
USR-097,15365,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.4033293724060059
USR-098,15365,1.0,True,0.9999999403953552,True,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.0,True,1.2744632959365845
USR-099,15365,1.0,True,1.0,True,0.9999999403953552,True,0.9999999403953552,True,1.0,True,1.0,True,2.2553627490997314
USR-100,15365,1.0,True,1.0,True,1.0,True,0.9999999403953552,True,1.0,True,0.9999999403953552,True,1.586112141609192
